1;bn:00294693n;bn:00035278n;bn:00010731n;bn:00005869n;bn:00047734n;bn:00079508n;bn:15182937n;bn:00066395n;bn:16281811n;bn:00007068n;bn:00043822n;bn:01974384n;bn:03834827n;bn:01558988n
2;bn:00001296n;bn:00005105n;bn:00012059n;bn:00023218n;bn:00030696n;bn:00059480n;bn:00069670n;bn:00015267n;bn:00012681n;bn:00018805n;bn:00070651n;bn:00023236n;bn:00029676n;bn:00044268n;bn:00061984n;bn:00065026n;bn:00010543n;bn:00009677n;bn:00056443n;bn:03335997n
3;bn:17104905n;bn:03489514n;bn:00020945n;bn:00131727n;bn:00021470n;bn:00081714n;bn:00025928n;bn:00026684n;bn:00031605n;bn:00005927n;bn:00073092n
4;bn:01641329n;bn:00020358n;bn:00070404n;bn:00031027n;bn:00009657n;bn:03586438n;bn:00014395n;bn:00025330n;bn:00017029n;bn:00021344n
5;bn:01713224n;bn:00045513n;bn:01673672n;bn:01928079n;bn:17346309n;bn:00047088n;bn:00052516n;bn:00036821n;bn:00046139n;bn:02246184n;bn:00034429n;bn:01745594n;bn:03829842n;bn:03288118n;bn:00079080n;bn:00047204n;bn:00041418n;bn:00019764n;bn:00033729n;bn:00031896n;bn:00047705n;bn:00021480n;bn:00045822n;bn:00075652n;bn:00020452n
6;bn:00013447n;bn:00021475n;bn:00025333n;bn:00025314n;bn:00045087n;bn:01753580n;bn:00049910n;bn:00055423n;bn:00048043n;bn:00032768n;bn:00046516n;bn:00064652n;bn:00021493n;bn:00030862n;bn:00053823n;bn:00081546n;bn:00058285n;bn:00051845n;bn:00080772n;bn:00024712n;bn:00044916n
7;bn:00036202n;bn:00058448n;bn:00021304n;bn:01936826n;bn:00048655n;bn:02266432n;bn:00020354n;bn:03608262n;bn:02806034n;bn:00182120n;bn:00029345n;bn:01157392n;bn:01111471n;bn:02771436n;bn:01431715n;bn:02705179n;bn:00045088n;bn:00005095n
8;bn:00080778n;bn:00073359n;bn:00072947n;bn:01723165n;bn:00076732n;bn:00046705n;bn:00021464n;bn:00036426n;bn:00016413n;bn:00021221n;bn:00021494n;bn:00021497n;bn:00021547n;bn:00047009n;bn:00062118n;bn:00056996n;bn:00028018n;bn:00079165n;bn:00050969n;bn:00014377n;bn:00051427n;bn:00081305n;bn:01165400n;bn:00077270n;bn:00074685n;bn:00047172n;bn:01387235n;bn:00015540n
