1;bn:00013447n;bn:00021475n;bn:00072947n;bn:00049910n;bn:00025314n;bn:00048043n;bn:00032768n;bn:00080772n;bn:00044916n;bn:00081305n;bn:00051427n;bn:00024712n;bn:01753580n
2;bn:00028018n;bn:00051845n;bn:00046516n;bn:00047172n;bn:00036202n;bn:00046705n;bn:00021493n;bn:00021221n;bn:00053823n;bn:00021497n;bn:00021547n;bn:00081546n;bn:00058285n;bn:00079165n;bn:01165400n;bn:00077270n;bn:00015540n;bn:00025333n
3;bn:00033729n;bn:00072794n;bn:00048655n;bn:00018805n;bn:00079152n;bn:00061984n;bn:00065026n;bn:00010543n;bn:01187943n;bn:00031027n
4;bn:00044268n;bn:00021494n;bn:00030862n;bn:00056996n;bn:00005927n;bn:00069670n;bn:00029676n;bn:00056443n
5;bn:00073359n;bn:01713224n;bn:00021464n;bn:00047009n;bn:00062118n;bn:00045087n;bn:00055423n;bn:03288118n;bn:01387235n;bn:00080778n;bn:00079080n;bn:00005095n;bn:01431715n;bn:00045088n
6;bn:00020358n;bn:00047088n;bn:01641329n;bn:00014395n;bn:00017029n;bn:00044576n
7;bn:00058448n;bn:00050969n;bn:03608262n;bn:00016413n;bn:01157392n;bn:02771436n
8;bn:00036821n;bn:00047229n;bn:00182120n;bn:01723165n;bn:00020354n;bn:00074685n;bn:00114778r;bn:00076732n;bn:00020452n;bn:02705179n;bn:01334510n;bn:00029345n;bn:00047705n;bn:00021480n;bn:00052516n;bn:00026980n;bn:00009677n
