1;bn:00028018n;bn:00046516n;bn:00021464n;bn:00046705n;bn:00053823n;bn:00021497n;bn:00058285n;bn:00051845n;bn:01165400n;bn:00048655n;bn:00081546n;bn:00077270n;bn:00021221n
2;bn:00013447n;bn:00036202n;bn:00021493n;bn:00044916n;bn:00079165n;bn:00080772n;bn:00005095n;bn:01753580n;bn:00025333n
3;bn:00021475n;bn:00049910n;bn:00048043n;bn:00072947n;bn:00032768n;bn:00081305n;bn:00051427n;bn:00024712n;bn:00047172n
4;bn:00072794n;bn:00018805n;bn:00029676n;bn:00061984n;bn:00065026n;bn:00010543n;bn:01187943n
5;bn:00020358n;bn:00021494n;bn:00021547n;bn:00075652n;bn:00047009n;bn:00009657n;bn:00012681n;bn:00050969n;bn:00014395n;bn:00017029n
6;bn:00045088n;bn:00079080n;bn:02705179n;bn:01431715n;bn:00073359n
7;bn:00044268n;bn:00020452n;bn:00056443n;bn:00026980n;bn:00005105n;bn:00046139n
8;bn:00036426n;bn:00030862n;bn:01713224n;bn:03288118n;bn:00055423n;bn:01387235n;bn:00080778n;bn:00045087n;bn:02771436n;bn:00059480n;bn:00182120n;bn:01723165n;bn:01157392n;bn:00016413n;bn:00005927n;bn:00056996n;bn:00025314n;bn:00047705n;bn:00069670n;bn:00021480n
